review_text,stars
"твистер настолько бедный вышел, что было жалко есть 🤏🤏",1
"Еки сагат бар жабылуга
Но ештене жок
Стопта
Толька кырылшка бар екен",1
Не доложили все позиции в сандерс баскет.,1
"баскет сан трио оказался довольно вкусным, острота в меру, стрипсы немного суховатые, но это не главное
за 6200тг довольно вкусно",5
"Очень грубые ,не умеют обращаться,наглые .3 человека на раздаче стоят друг другу кивают.к ним обращаются они как будто ничего не слышать .",1
В этой точке крылья заказывала года два и сегодня последний раз. Взяла на вынос 24 острых как обычно через 3 часа начался ад. Я проблеввла все свои органы плюс диарея это все длилось около 6-7 часов мне настолько плохо что визжала от боли в желудке короче говоря конкретно отравилась( впервые попались крылья темные какие то поджаристые будто бы старые крылья взяли и поджарили на масле а заказ выдали мне моментально. Кошмар а если бы я умерла? И то не факт ведь боли в животе продолжаются ..,1
"Обслуживание оставляет желать лучшего. Делали заказ на кассе, кассир не спросил какие соусы и добавки, а когда мы начали говорить, какие соусы или добавки мы хотим, нас проигнорировали и разговорили с другим человеком. Мы все таки уточнили, что мы хотим в заказе, на что кассир отвечает «я уже все пробила».",1
"Ужасное обслужиаание, грубые кассирша ! Жесть",2
Вкусно и быстро😘❤️,5
"В помещении холодно. Недодали по заказу картофель фри 2 упаковки, что бы это доказать потребовали принести поднос обратно. На троих человек и заказ в 10000 тенге положили одну влажную салфетку, в туалете грязно.",1
"Девушка на кассе так разговаривает с клиентами, как будто мы на встречу с президентом пришли. Замените пожалуйста кассира. Она очень отталкивает. Даже если мимо проходить буду, больше не зайду. 
Здорово, если это кто-то почитает и сделает выводы!",2
Good 🍗 KFC,5
вкусно!🤤 ❤️,5
Во первых это рядом с домом и школой во вторых много комбо в третьих нормальный размер здания и в четвёртых всё очень вкусно,5
"Отличная точка, готовят очень быстро!",5
"Обслуживание просто ужас, грубое отношение к клиентам!!!",1
"Дважды делала онлайн заказ с доставкой из данного ресторана. И дважды привозили неполный заказ. Когда покупали оффлайн, сотрудники постоянно путали острый и неострый твистер. Вам явно надо что-то делать с персоналом.",1
"Ужасное обслуживание, забыли положить фри, грубая девушка на раздаче, разливное пепси без вкуса, кошмар",1
"Почему нельзя сделать курочку везде одного вкуса и качественно, крылышки которые я заказал были очень жирные",3
"Быстро приготовили, очень отзывчивый персонал. Девушка на кассе вежливо обслужила, благодарю. Давно с таким не сталкивалась в ваших заведениях",5
Самые ужасные KFC,1
"Милая кассирша в хиджабе. Если ты читаешь это - свяжись со мной))
... или не увольняйся до моего следующего прихода)",4
Бәрі күшті маған ұнайды👍🏻🔥,5
Барлық тағамдары дәмді🤗,5
"Басқа кфслардағы крильяға қарағанда осы кфсдың крильясы дәмді, әрі тез дайын болады👍",5
очень вкусно,5
"Здесь готовят найвкуснейшие крылья! Всегда свежие, красивые и вкусные! Если заказывать, то только отсюда! В Максиме не берите, всегда подгоревшие и сухие, а тут берите))",5
"1) грязь!!! Если заходишь с боковой двери, тупо воняет туалетом! Потому-что там просто не убирают! Бумажки от подтёртых причинных мест лежат поверх туалетных вёдер и на полу! Унитазы грязные! (Как в такой антисанитарии работают покрытые девушки вообще не понять)

2) ожидание внимания персонала, не заметила особой клиентоориентированности...

3) запустили в помещение какую-то цыганку (?), которая подходит в верхней одежде ко всем столикам, стоит над душой у принимаюших пищу людей, требует сначала перевода ей на Каспи, потом ещё и еду, которая на столе, мол, для детей; сама довольно таки упитанная, держит фото с какой-то тёткой, аферистка;
Нельзя допускать подобных лиц к людям, которые кушают! За этим должны следить сотрудники заведения. Очень неприятно.",2
Еда вкусная очень и горячая лучше чем в других филиалов по городу но чистота вобще под каждым столиком разлиты напитки кучя грязи на полу листья земля туалет вобще молчу кучя не понятных салфеток и всё в моче пожалуйста наймите сюда хотя-бы 2 уборщиц.уборщиков,1
"Хамское обслуживания. Девушка кассирша как бул то заставили ее работать. Неоднократно в этом убедился!
Наглое и грубое обращение с клиентами.
Либо у вас не захватка кадров или переработка жесткая аж все неравные прям …",1
"Недавно заказала себе здесь крылышки, они очень вкусные прям, самый лучший точка спасибо большое ☺️",5
самый быстрый кадовления,5
"Ребята куда Вы дели соусы круглые ? Они были вкусные. Эти ужасные, непонятно в какой яме их делают. Верните круглые соусы",1
"Ребята куда Вы дели соусы круглые ? Они были вкусные. Эти ужасные, непонятно в какой яме их делают. Верните круглые соусы",1
Не понравился соус который раньше был соус круглый был на много лучше,3
Добрый день. Соусы не понравились. Прошлые круглые были лучше. Верните старые соусы,1
"Не работают киоски, 1 человек на приеме заказов и выдаче заказов, этот же человек занимается глово и прочими. Очень долго все происходит.",1
"Не положили соусы, хотя оплатила за все 3 вида из них, ела фри без соуса((( и курочка была обжарена, видимо, не в свежем масле, поэтому была не такая вкусная как обычно.. сплошное разочарование",1
Кайф фастфуд👍🏻👍🏻,5
"Отвратительныц филиал. Всегда грязно и неприятно пахнет. Сотрудники на кассе вообще отмороженные. Стоишь ждешь, а они в телефон залипают. Ни здрасьте ни до свидания. Вообще безразличны. Здесь поможет только смена персонала поголовно",1
"Брали на вынос корзину крылышек 24 шт и 3 твистера по акции, крылышки огонь, горячие, хрустящие, а вот твистер как будто со вчера лежал. Ну можно как то готовить не заранее?!
Это не вкусно есть холодную курицу. 
Крылья же смогли горячими выдать",3
"Тез жане оте дамди супер,рахметт))",5
"Все на высшем уровне, спасибо за все, соотрудники вообще клас✊🏻👍🏻",5
крылышки тоооп,5
Кассада 6адам турык работница отедте карап кетп калад чеза 🫡🫡🫡,2
"Все очень вкусно и быстрое, ну менеджер не доволен и девушки там который работающий не хотят отвечать",5
Очень грязно❗️,1
"Грязно , долго , грубо

В целом я понимаю что здесь низкие зп, но можно пожалуйста быть чуть чуть подовольнее 😣",1
Грубый парень средних лет принимал заказ,1
"Заказывали через долгое время,а взамен ожидание и реальность. Цены дорогие но продцукция вдвойне маленькая! Смотря по меню заказали а в итоге кое чего в в состае нету . В меню было нсписано в шеф бургере есть лук но в итоге нету, а в твистер кебабе в составе нету копченного мяст или же копченной грудинки а нам это полодили. Почему продукция не соотвествующие по вашему меню? Очень расстроили)",1
Эльмира опиратор👍👍👍,5
Жаксы тамақтары күшті екен маган ұнады 😍😍😍,5
Заказды тез берды.Лучший 🫵🏻👍🏻,5
лучше персонал,5
"Лучший филиал , быстро и вкусно ! Обязательно приду еще !",5
"Мощный персонал,филиал хороший быстро и вкусно",5
Керемет филиал ) рахмеееееет,5
Бәрі жақсы керемет,5
"Все супер, спасибо вам😍",5
"Тез дайындап береди, ари дамди 👍",5
Все супер спасибо большое,5
Кфс келіңіздер тез әрі дәмді,5
"спасибо большое Эльмире,крутое обслуживание,добрая,доброжелательная 👍",5
"Мне нравится кфс, супер",5
Жақсы өте дәмді.,5
"Керемет, заказ тез береді",5
Лучшая фаст фуд,5
Испортится на нет. То слишком жирный. Вчера там были - с ночи и до сих пор диарея. Надо туда сэс вызвать,1
5/5 оправдывает кафе недавно был!!,5
"Вкусный кебаб ролл.

Готовили 12 минут, вроде норм",5
Быстро .острый крылышки очень вкусно ❤️❤️❤️,5
Рахмет. Тез болды,5
Керемет. Өте жақсы. 👍👍👍,5
"Барлығы жоғары деңгейде, басқа точкаларына қарағанда тез дайындайды әрі дәмді)))",5
"Очень интересно, что отзывы в основном негативные,ну почему когда хорошее обслуживание- никто не пишет, а как что не так так прям готовы везде написать.
хочу написать лично свое мнение 1. это чистый туалет , 2 кассир очень приветливая молодая приятная девушка 3 .заказ сделали быстро",4
"Постоянно что-то забывают докладывать. То пепси, то картошку, 15.09 в 15:50 заказали 2 бургера, 1 твистер и большую фри, по приезду увидели что картошки нет.",1
"Простояла в терминале сделала заказ, в итоге не работает на моменте оплаты выкидывает. Говоришь сотруднику о поломке, ага хорошо и никаких действий. 
Потом на кассе пару раз объясняешь что нужно снова, так как сотрудник понять не может. После почему-то на зоне сборки сотрудник в своей личной одежде с улицы выдает заказы. 🥴",2
Очень долго и высвечивают раншье времени раньше здесь работали люди которые знали чем занимались а сейчас …,1
"Плохое обслуживание, очень долго совсем небольшой заказ ждали более 40",1
"Рахмет, ножкалар күшті🔥🔥🔥",5
"Прятно,супер комондо❤️❤️❤️",5
"Очень грязно, столы не протирают, туалет сломан, упала в туалете от того что там было мокро очень, не советую",1
"Везде грязно, на столах крошки, очень долго готовят заказ, работает только 3 персонала",1
"Самый ужасный филиал КФС! Нету как обычно ничего кроме крылышек! Вообще персонала нету! Кассирша ужасная, не умеет разговаривать с людьми!",1
"Не верьте КФС! Обманщики! 6 сентября в 20.16 часов сын заказал доставку на 17 тысяч, ушел по делам, а я сразу не проверила. Только утром увидела, что ни одного (!) из 4 соусов не положили!!! И если раньше они не докладывали по 1-2 соуса, щас вообще обнаглели!!!",1
"В баскете абсолютно разные ножки, одни привычные кфсишные, вторые большие, как будто дома кто то в панировке обжарил (вкус так себе), не понял нормально это или нет. Если это изменения в самом кфс, то качество стало значительно хуже. И удаление стрипсов из баскетов, было плохой идеей.",1
"Кассиру нужно быть внимательнее.заказали 4 комбо ,пробила 5 ,оплатили за 5 , дали 4😒.запах стоит нереальный канализации",3
"Управление,обратите внимание на обслуживание,очень долго,кто вернет драгоценное время???Сидим 30 минут,сколько ещё ждать не знаем,ужас какой то ,народ идет,ситуация нон-стоп.",1
Все суперррр😍😍😍😍,5
Очень грязно не советую приходить. Куда смотрит администратор. Куда смотрят СЭС Алматы в шоке. Стульчик доя ребёнка очень грязный как будто год не протиратали.,1
"мы заказывали большой фрэндс бокс, вместе не положили 4соуса🤦🏻‍♀️ знают ли сами, какого это без соуса кушать кфс🙁 а так все вкусно..покушали без соуса, сухими🥲",3
Доброго времени суток после 23:00 нет крыльев решите проблему с чем это связано. Приезжаешь в надежде на крылья а говорят их нет . Продажи Вам не нужны уже стали ? Администрация разберитесь пожалуйста,1
"Твистеры все дали без зелени, в лаваш курица завернута, сухо",3
Пипец🤬 что за пробки. Что там впереди???,5
Обманули 1450 тг не весь заказ положили. Вобщем остались не довольный разве так делают? Считайте не отходя от кассы не только деньги но и заказ я заметил что стали так часто делать. Прошлый заказ сандерс бокс нагетсы не доложили 😢😩🤬,1
И в правду очень вкусно😍,5
"Добрый день, пока ели увидели пробегающего мимо таракана. Аппетит сразу пропал.",1
"Самый лучший точка кфс, персоналы такие вежливые 😋",5
Всем советую.Сотрудники такие вежливые все очень вкусно была,5
"Девушка на кассе не приветливая, не умеет предлагать клиентам про выгодных акциях.",1
Пол часа ждали пока уберут столик в аконцовке убрали сами чтоб,1
Хороши место и очень вкусно мне понравился я в первы раз в таком заведение,5
Неочем👎 крылышки очень маленькие на 2 их 18 шт не хватило. Раньше на след день оставались.,1
"Брала 2 ведра крылышек и все крылышки маленькие с размером моего мизинца, еще и холодные.",1
"Доставили быстро, служба поддержки быстро отреагировала. Рахмет Токтару👍",5
"Ставят статус готов, хотя заказ не готов. Приезжаешь, и только после этого начинают собирать",1
Все суперрр😘,5
"Каждые выходные заходим с другом сюда на перекус, все чисто, все ухоженно, вкуснейшие крылья, великолепные бургеры, очень советую.",5
"Да всегда заказываю кфс, люблю очень, не хочу даже смотреть другие варианты по фастфуду",5
Всегдааа суперрр😍😍😍😍,5
"Сегодня была тут, качество курицы ужасное. Размер курицы очень маленький стал.Не доложили , вкус масло ужасный,сильно горчит.🤢Совет, не ходить и заказывать тут.",1
Туалет кайда,1
Масло на котором готовят КФС почему то горчит. Слишком жирные.,4
"Всегда заказываем здесь, очень вкусно и быстрое обслуживание",5
"Вкусно, быстро, обслуживание хорошее",5
Самый лучший филиал😍😍,5
быстрая готовка,5
Вкусно и быстро,5
"оте керемет жер, тамактары свежий",5
Барі керемет😍,5
Бари дамди,5
"очень хорошое обслуживание, приятный персонал, рекомендую 🥰",5
Бари керемет,5
Бари кушти,5
Обслуживание прям хорошее. Еда горячая и вкусная. Всё понравилось 👍,5
Отличное заведение очень вкусно санитария на высшем уровне все красиво одеты и красивое завединие как с наружи так и из нутри,5
Олар алдайды толык бермейди заказ бергенде санап алыныздар жетпей калады,1
Очень вкусно!,5
Бәрі күшті,5
"Хорошее место, с дочкой после шоппинга искали где покушать, вкусно, быстро.",5
"Зал действительно воняет туалетом, очень грязно везде, даже за ручку двери не хочется прикасаться, настолько в грязи, что не хочется входить в здание , персонал парни должны одевать перчатки хотя бы, раковины в туалете грязные ,из за антисанитарных условий не рекомендую никому KFC по этому адресу",1
"Не умеете готовить картошку фри, всегда ужасные, тонкие, полусырые, обвисшие, жирные. Научитесь уже наконец-то готовить картошку фри пожалуйста, еще вечно эти обвисшие картошки предлагаете в комбо, 
особенно когда на вынос это вообще ужааас! Картошка фри должна быть разве размером 2 см золотые хрустящие и прожаренные до готовности, сходите на курсы если не знаете! А курица вообще без специи, только панировка сверху, и перец снаружи панировки. Еще за это деньги берете",1
👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5
Тамактар өте дәмдіі👌🏻👌🏻👌🏻 Зал тап-таза😍 Персонал керемет.Барлығы ұнадыы😍😍😍😍🥳🥳🥳,5
Очень быстро сочно и вкусно😍чикены прям найс,5
"өте жылдам, әрі тез😍",5
Все на высшем уровне мне очень нравится,5
Сервис👍сочные крылышки😍👍💝💝💝,5
Барлығы жоғары деңгейде😍😍😍,5
"Еда очень вкусно,для меня был тема едой",5
"Отличное обслуживание, вкусно и аппетитно",5
"Тамактар Оте дамдиии 
Зал Оте таза барлыгы куштиии😍😍😍",5
все суперорр😗😍😍😍,5
Тамактар оте дамдиии,5
Ең дәмді тауықтар осы филиалда,5
"Все как всегда вкусно, но много минусов. Во первых, персонал очень грубый и безтактный, особенно кассирша Аружан, с таким недовольным видом нас обслуживала, как будто мы берем бесплатно, советую провести с ней профилактическую беседу. Во вторых, туалет очень грязный, и вонючий. В третьих, зал воняет страшно запахом из туалета. Прошу принять во внимание.",1
"Как всегда быстро и вкусно, сервис топ",5
"тамақтары дәмді, бәрі сыпайылық танытады 👍👍👍🤩🤩🤩🖐🖐🖐🌞🌞🌞",5
Тамактар дамдиии,5
Вкусно просто,5
Барлығы кереметтт тамақтар өте дәмдіі😍😍😍😍,5
"Отличный сервис, быстрое обслуживание, внутри чисто, персонал вежливый",5
Всеее суперррррр 😘😘😘😘,5
Өте дамди керемет,5
Дәмі тіл үйірерліктей өте дәмді😍👍🏻👍🏻,5
"Бари оте дамди,маган унады👍👍",5
Өте дәмді 😋,5
"КФС-лері өте ерекше,сөзім жоқ😍😍😍",5
Өте дәмді тез дайын болады,5
Өте дәмді👍👍👍,5
вкусно 👍👍👍,5
Очень аппетитно и вкусно 🥰,5
Очень аппетитно и вкусно😍😍,5
Работающий персонал супер!!! Ребятам респект.! молодцы быстро готовят заказ!,5
Лучший филиал😍😍😍10/10👍🏻,5
"Өте дәмді, керемет жер, дәмін татсаңыздар болады. 
Маған ұнады. 
 👍👍👍😋😋😋",5
"Очень вкусно, обслуживание все на высшем уровне👍🏻",5
Очень вкусно😋👍,5
"Оте дамдим , отбасымызбен суйсинип жеймиз😋🫶🏻",5
"бәрі өте дәмді,керемет болды😍😍😍",5
"Сәлеметсіздер ме! Сіздерге көп рахмет! Өте дәмді, қызмет көрсету сапасыда өте жағары деңгейде👍",5
"Все было очень классно, обслуживание на высшем уровне😍",5
"Все было очень классно, обслуживание на высшем уровне ❤️",5
"классное заведение,все просто и вкусно 😍🔥
не долго ждали,быстро доставили 🥰",5
Дамди оте керемет,5
"Всегда осы жерден житинбиз, тез дайындайды дамиде жаксы 😍",5
Өте дәмді 👍👍👍,5
Өте керемет дәмді,5
Дәмі кушті😍👍,5
"Өте дәмді әрі тез, тазалығы да жақсы, маған ұнады😍😍😍",5
"Дами оте керемет, жылдам, сотрудники очень хорошо работает 
!",5
"Крылья өте дәмді, всегда осы заведениясына келіп тұрамын, керемет👍😍",5
"Өте дәмді , әрі тез , тазалығы да керемет😍",5
"Вольт аркылы заказ берген едік . 1,5 л пепси чекта жазылып но бізге алып келмеген . Курьер маған берген жоқ деді . Заведениеге звондап едік созып жіберді жалобы жаз анау мынау деп . Сонда кім алып калған ол пепсиді ? Кішкене адамгершілік болу кереккой",1
"Оте жылдам и вкусно ,♥️",5
"Быстро и оперативно, спасибо большое 🤟🤟🤟",5
Мне понравилось очень быстро и 😋 вкусно,5
Бәрі күшті,5
Очень вкусно и чисто👍🏻,5
Крылышки как всегда дәмді :) именно осы точкасында жақсы дайындайды 😊🙌🏻 постоянно осы жерден аламыз :),5
"хороший сервис и вкусная еда ✨️
милые сотрудники 🫶",5
Бәрі керемет,5
Кфс он всегда кфс всегда вкусно,5
"Ужасное заведение , грязно как в сарае, в туалет заходишь уже не хочешь кушать . Наймите нормальный персонал, неужели это так сложно?????Уборщицы ходят гуляют ничего не делают !!!!!!",1
"Өте тез дайындалады бұл жерде, кызметкерлери өте сыпай 😊 рахмет. Дамый беринизбер",5
Обожаю кфс! Самый лучший фас фуд !!!❤️❤️❤️,5
Вкусно и свежее все было,5
"Өте дәмді, Персоналдардың қызметі өте қатты ұнады. Енді осы филиалға жиі келіп тұрамын.",5
"Өте дәмді, әрі тез дайындалады, маған ұнады 😍",5
Культ Бари дамди😋,5
Бәрі керемет,5
Бәрі керемет,5
"везде всё чисто, быстро готовят еду, не много людей☺️",5
"Отлично место, чисто и самое главное быстро и вкусно готовят еду.",5
Спасибо очень вкусно,5
"Атмосфера заведения очень уютное. Очень понравилось расположение заведения и сотрудники комфортные . Готовят очень хорошо , мне все очень понравилось!",5
"Была в этом филиале недавно впервые, всё очень понравилось, хорошие крылышки и стрипсы, заведение чистое, персонал хороший",5
Очень хорошо👍 вкусная еда внутри красивая,5
все очень понравилось👍,5
Всё очень понравилось 👌,5
"Топ фастфуд на мой взгляд,людей конечно много но приготовить быстро и сочно",4
"KFC -ді ойлап тапқан атамызға рахмет!❤️ Әрдайым дәмді, баскеттер сондай керемет! Особенно Шеф-бурбер қатты ұнайды. Жүкті кезде қатты жерік болдым. Рахмет дәм үшін.❤️ Ай сайын сіздерге барамыз. Бәрі керемет 🥰😘",5
Худшее заведение кфс туалеты грязные никто не убирает еда не вкусная интерьер ужасен,1
Өте керемет тағамдары өте дәмді☺️,5
Цены не дешевые но их еда этого не стоит. Пришли стрипсы пожаренные на протухшем масле. Есть невозможно. Вы вообще сами попробуйте еду которую жарите на этом вонючем масле. Плюс недоложили стрипсы и крылья.,1
Очень хороший и вкусный ресторан. Обажаю именно эту точку. Всем рекомендую. И обслуживание в высшем уровне ❤️,5
"Я пробовал там ведро ножек курицы, но они на вкус суховаты и вообще не хрустящие, как было указано в рекламе",1
Вкусно и быстро готовят курицу! Главное очень чистое заведение,5
Все супер🤗🤗🤗,5
Дәмді тауық қанатары мен керемет персонал!,5
Тамактар өте дәмдііі😍😍😍,5
"Лучшие крылышки в городе, персонал очень приятный. Рекомендую",5
Тамактар оте дамди және тез дайян болды😍😍😍 Кассир Назгул өз ісінің маманы👍,5
"Тамақтарының дәмі керемет, обслуживание тоже на высшем уровне🥰🔥",5
Супер🔥🔥🔥🔥🔥🔥 от души✊,5
"Сделали заказ через Glovo, нам не доложили 3 штуки соуса так же вместо стрипсов положили крылышки. Позвонили с жалобой в филиал на Толе би, нам отказали с помощью и отклонили вызов.
Мы недовольны.",1
Рахмет ❤️ Барлығы күшті болды🔥🔥🔥🔥🔥🔥🔥🔥🔥,5
"Асанәлі красавчик тамақты жынды жасайды, сервис керемет және тағамдарының бағасы әділ және дәмі керемет.",5
Сервис күшті🔥 келіңіздер🔥🔥,5
Самое быстрое обслуживание👍🏻,5
Мыкты кушты оте дамды,5
Тамақтары өте дамді жәнеде тез дайын болады бәрі кереемет👍🏻,5
"Как всегда все вкусно! 
Спасибо!
Также получила очень крутые наклейки😍",5
Ужасно грязь не кто не чего не убирает,1
Ұнады👍🏻👍🏻Қызметкерлері жаксы жұмыс жасайды,5
Сервис зор🔥🔥🔥🔥🔥🔥,5
Тамақтары өте дәмді,5
Очень вкусно,5
Благодарю за вкусную еду и быстрое обслуживание!!!,5
Самые лучшие🤩🤩🤩,5
"Хорошие девочки продавцы, очень вежливые",5
Фри оте дамды,5
"Очень крутое место, всем советую. Вкусно, быстро. Очень вежливый персонал. Особенно кассир Эльмира",5
Барлығы керемет! Қыздар өте жақсы қабылдады. Рақмет сіздерге! Барлығы дәмді!❤💜🌸⚘,5
"Тез әрі дәмді.Қызмет көрсету жоғарғы деңгейде,өте сыпайы.👍👍👍👍🫶🏻",5
Самое лучшее место!!!,5
"Очень понравился обслуживание 10 из 10, особенно на кассе девушка Эльмира очень веселая и приветливая!",5
Быстрое обслуживание 😻,5
"Люблю сюда ходить, быстрое обслуживание, вежливый персонал😍",5
Очень приветливые персоналы😍😍🤗как всегда быстро и вкусно🔥,5
"Қызметкерлер сыпайы, заказымды көп күткен жоқпын) Ркхмет🥰",5
Все очень вкусно!,5
"Рахмет 🥰🥰🥰🥰
Элмира😘😘😘",5
Все супер! Очень быстро получила заказ! Картошка горячая) твистер вкусный!персонал работает на 10/10🤩 спасибо вам),5
Все быстро и вкусно. Обслуживание высшем уровне.,5
Тамактар оте дамдиии😍 Обслуживание вообще топпп💯💯💯💯💯,5
Тамактар оте дамдиии🤩🤩🤩🤩🤩🤩🤩,5
Всеее суперрр🤩🤩🤩🤩,5
"Ужасное обслуживание!!! Общаются так будто работают там за бесплатно!🤢🤢🤢🤢
0/10",1
Тамактар өтее дамдиии🥰 Барлығы кереметтт😍 Персонал вообще суперрр💕👏🏻👏🏻👏🏻,5
Очень хорошее обслуживание🔥,5
"Все супер! Четко, быстро обслужили ✊❤️",5
Заказды өте тез қабылдайды. Өте жарқын жүзді персонал👍🏻,5
"Отличное обслуживание, очень вежливая девушка☺️ и кфс здесь самый вкусный",5
Тамактары оте дамды Назгуль кушты обслуживание жасайды екен коп Рахмет 👍👍,5
Всее суперрр👍👍👍,5
Все супер👍🏻,5
Обслуживание на высшем уровне! 👍👍👍,5
"Өте керемет.
Кызымет көрсету жогаргы деңгейде",5
Все суперррр,5
өтеее кереметтт😍😍😍😍,5
Супер обслуживание 100%,5
Бәрі керемет,5
"Очень хорошее место быстрое обслуживание вкусное и свежее, приятный персонал, все супер приходите и наслождайтесь.",5
Все суперррр,5
Назерке красавчик,5
Бәрі керемет,5
Все суперрр👌,5
"Заведение порадовало вкусной едой,собственно как всегда,постоянно здесь заказываем и не одного промаха со стороны кухни и персонала,очень приятно что есть хорошие места в городе.",5
Хорошое обслуживание кассир Назгул молодец,5
"Хорошое обслуживание 
Вежливый персонал 
Все быстро выдало",5
Тамактар оте дамди🫶🏻,5
Бәрі өте тамаша. Қызмет көрсету керемет. Тағамдары өте дәмді,5
10/10 самый лучший филиал 👍,5
Супееер 🫶🏻🫶🏻🫶🏻,5
Все суперрр🫶🏻👍🏻👍🏻👍🏻,5
Тамқтары дәмді😋,5
"Именно кфс осы Төле би 151 ұнайды . Ең тез , свежий, май тұрып қалмаған , дәмді . Доставкада тез келеді . Кфс ұжымына рахмеет 💐💐😍❤️❤️❤️",5
Быстро обслужили вкусно покушал👍🏻,5
Все отлично,5
Быстро и вкусно ❤️,5
"Хорошее обслуживание, быстро приняли заказ",5
Назгуль красавчик,5
"Два раза в разные месяца купили там бокс крыльев и оба раза отравились всей семьёй, острые черезмерно видимо что бы скрыть качество мясо в крыльях, отзывы ""хорошие"" видимо накручивают, так как если полистать можно увидеть честные отзывы людей.
Если хотите отравиться вам определенно надо сюда!!!",1
"Лучшее обслуживание, быстро приняли заказ👍",5
Персонал супер☘️,4
Керемет 🔥🔥🔥🔥,5
Отлиняю все чисто,5
"Очень вкусно , и быстро приготовить могут",5
Очень вкусно. Нам всегда все нравится. Приветливый персонал 👍👍,5
"Быстро, вкусно! Классное обслуживание 🔥",5
Назгул красавчик,5
"Все вкусно, классное обслуживание!",5
Все супер!!!👍❤️,5
"Добрый вечер! Мне нравится обслуживание,все чисто,опрятно,вежливый персонал. Кассир Назгул самая лучшая!🥰 процветание вам и вашим коллегам!🔥🔥🔥",5
Вкусные крылья😍 обслуживание супер👏,4
Тамактар дамдиии☺️,5
Всее суперрр👍🏻,5
Здравствуйте! Являюсь вашим постоянным гостем! Персонал очень отзывчивый! Обслуживание на высоте!,5
Всегда очень вкусно и быстро 👍🏻👍🏻👍🏻,5
Алматы бойынша ен таза филиал 😍👍Обслуживание на высшем уровне 🤤,5
Хорошо обслуживает ￼,5
"Обслуживаниеси жаксы, консультант Назгул жаксы тусиндирип берди 👍👍👍👍",5
Обслужениеее суперр👍👍 Кассирша Назгул кереметт😍,5
Супер филиал👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼,5
Очень вкусно и быстро,5
Было очень вкусный,5
Өте керемет,5
өте керемет!,5
Все было очень вкусно и быстро обслужили,5
Было очень вкусно и быстрая доставка 👍,5
Было очень вкусно и быстрая доставка 👍,5
Vse super 👍👍,5
Өте керемет👍,5
Все супер!!,5
Тамақтары дамди,5
👍👍👍👍👍супер,5
👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,5
быстрое обслуживание и формирование заказа 👍👍👍,5
Всеее суперррр👍,5
Тагамдары дамди 😋,5
"Хорошее заведение, все всегда быстро и вкусно, кассир Назгуль профессионал своего дела!!!",5
Классный сервис),5
Все супер👍👍👍👍👍,5
👌🏻👌🏻👌🏻👌🏻👌🏻👌🏻👌🏻👌🏻👌🏻👌🏻👌🏻👌🏻,5
Тамақтары өте дамди😋,5
"в кфс как всегда вкусно, работники очень вежливые и дружелюбные)",5
"Добрый день.огромное спасибо за класное,быстрое обслуживание.отдельная благодарность сотруднику Назгуль :очень приветливая и на отлично обслужила.побольше таких сотрудников желаю.",5
"Вкусно, очень быстро приготовили",5
👍🏻👍🏻👍🏻👍🏻👍🏻супер,5
Все супер 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,5
Тамактары оте дамди,5
Лучший филиал в городе. Быстрое обслуживание. И хороший персонал!,5
Самый лучший филиал❤️❤️❤️,5
Всееее суперррр👍,5
